grid_size,obstacle_density,pattern,trial_id,algorithm,std_time,std_expanded,std_visited,std_path_length,std_path_cost,std_success,ils_time,ils_expanded,ils_visited,ils_path_length,ils_path_cost,ils_success,ils_iterations,ails_std_time,ails_std_expanded,ails_std_visited,ails_std_path_length,ails_std_path_cost,ails_std_success,ails_std_iterations,ails_std_corridor_size,ails_pred_time,ails_pred_expanded,ails_pred_visited,ails_pred_path_length,ails_pred_path_cost,ails_pred_success,ails_grad_time,ails_grad_expanded,ails_grad_visited,ails_grad_path_length,ails_grad_path_cost,ails_grad_success,ils_time_improvement,ails_pred_time_improvement,ails_pred_vs_ils_improvement
50,0.1,random,5,A*,0.0064449310302734375,403,403,53,71.04400000000004,True,0.006497383117675781,403,403,53,71.04400000000004,True,1,0.002372264862060547,195,195,53,71.04400000000004,True,1,244,0.0023529529571533203,195,195,53,71.04400000000004,True,0.003432035446166992,272,272,53,71.04400000000004,True,-0.8138502515537142,63.49141757916543,63.78614413621019
50,0.1,random,5,Dijkstra,0.01869368553161621,2245,2245,53,71.04400000000004,True,0.00452876091003418,546,546,53,71.04400000000004,True,1,0.0017597675323486328,219,219,53,71.04400000000004,True,1,244,0.0017292499542236328,219,219,53,71.04400000000004,True,0.0029344558715820312,355,355,53,71.04400000000004,True,75.77384672286914,90.74955042279387,61.816267438799684
50,0.1,random,5,BFS,0.014825105667114258,2245,2245,53,52.0,True,0.004060983657836914,546,546,53,52.0,True,1,0.0015184879302978516,219,219,53,52.0,True,1,244,0.0014986991882324219,219,219,53,52.0,True,0.00243377685546875,355,355,53,52.0,True,72.60738810890787,89.8908026567601,63.095168202900254
50,0.1,random,5,DFS,0.014973640441894531,2108,2108,151,150.0,True,0.003895998001098633,532,532,78,77.0,True,1,0.0015904903411865234,216,216,58,57.0,True,1,244,0.0015101432800292969,216,216,58,57.0,True,0.0025086402893066406,337,337,62,61.0,True,73.98095662696643,89.91465511750843,61.23860228872162
50,0.1,random,5,Greedy,0.0011103153228759766,54,54,54,53.0,True,0.0011112689971923828,54,54,54,53.0,True,1,0.0011317729949951172,54,54,54,53.0,True,1,244,0.0010647773742675781,54,54,54,53.0,True,0.0011205673217773438,54,54,54,53.0,True,-0.08589220528237063,4.101352802233197,4.183651576914825
50,0.1,random,5,Bidirectional,0.008202075958251953,1241,1338,53,52.0,True,0.0036089420318603516,526,550,53,52.0,True,1,0.0014870166778564453,214,223,54,53.0,True,1,244,0.001428365707397461,214,223,54,53.0,True,0.0023806095123291016,352,359,53,52.0,True,55.99965118307075,82.58531480727865,60.42148378146264
50,0.1,random,6,A*,0.0029091835021972656,193,193,52,70.45800000000004,True,0.0029015541076660156,193,193,52,70.45800000000004,True,1,0.0017914772033691406,134,134,52,70.45800000000004,True,1,244,0.0017352104187011719,134,134,52,70.45800000000004,True,0.002368450164794922,175,175,52,70.45800000000004,True,0.26225208982134074,40.35404032125881,40.19720624486442
50,0.1,random,6,Dijkstra,0.018254995346069336,2251,2251,52,70.45800000000004,True,0.004594326019287109,551,551,52,70.45800000000004,True,1,0.0018475055694580078,225,225,52,70.45800000000004,True,1,244,0.001781463623046875,225,225,52,70.45800000000004,True,0.0028018951416015625,329,329,52,70.45800000000004,True,74.83249964083744,90.24122663810779,61.22470160871821
50,0.1,random,6,BFS,0.014618873596191406,2251,2251,52,51.0,True,0.0038161277770996094,551,551,52,51.0,True,1,0.0015456676483154297,225,225,52,51.0,True,1,244,0.0015423297882080078,225,225,52,51.0,True,0.002263784408569336,329,329,52,51.0,True,73.89588361928371,89.44973579489856,59.58390603523679
50,0.1,random,6,DFS,0.013191699981689453,1812,1812,110,109.0,True,0.003652334213256836,493,493,61,60.0,True,1,0.0016231536865234375,224,224,57,56.0,True,1,244,0.0015549659729003906,224,224,57,56.0,True,0.002295255661010742,320,320,65,64.0,True,72.31339237303452,88.21254292427254,57.42541941379986
50,0.1,random,6,Greedy,0.0011153221130371094,54,54,54,53.0,True,0.0011174678802490234,54,54,54,53.0,True,1,0.0011906623840332031,54,54,54,53.0,True,1,244,0.0011277198791503906,54,54,54,53.0,True,0.0011868476867675781,54,54,54,53.0,True,-0.19238991021804192,-1.1115861479264644,-0.9174311926605505
50,0.1,random,6,Bidirectional,0.008215188980102539,1231,1324,53,52.0,True,0.003615856170654297,531,550,53,52.0,True,1,0.0015063285827636719,220,227,52,51.0,True,1,244,0.0014982223510742188,220,227,52,51.0,True,0.002195596694946289,320,332,52,51.0,True,55.98572133383638,81.7627767942653,58.56521165765528
50,0.1,random,7,A*,0.0026743412017822266,173,173,52,70.45800000000004,True,0.0025725364685058594,173,173,52,70.45800000000004,True,1,0.0016384124755859375,123,123,52,70.45800000000004,True,1,244,0.0016298294067382812,123,123,52,70.45800000000004,True,0.001953125,144,144,52,70.45800000000004,True,3.8067219399126326,39.05678880271017,36.64504170528267
